caseNum,date,confidence,species,age,pathogen,numFish,fish,numPositive,prevalence,comments,location,latitude,longitude
C00-053,9/26/00,High,CHIN,adult,,60,TRUE,0,0,SCS,"Trinity River, California",41.184532,-123.706795
C00-054,9/26/00,High,GT,adult,,60,TRUE,0,0,,"Kern River, California",36.69667053,-118.3980637
C00-055,9/26/00,High,GT,adult,,60,TRUE,0,0,,"Golden Trout Creek, California",36.35028076,-118.4044418
C00-056,9/28/00,High,CHIN,adult,,60,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C00-057,10/2/00,High,CHIN,adult,,120,TRUE,0,0,FCS,"Feather River, California",40.25603485,-121.1524277
C00-058,10/12/00,High,KOK,adult,,60,TRUE,0,0,,"Taylor Creek, California",38.93420029,-120.0561676
C00-059,10/18/00,High,CHIN,adult,IHN,60,TRUE,8,0.133333333,sn Ab type 2&3,"Feather River, California",40.25603485,-121.1524277
C00-061A,10/6/00,High,CC,adult,Ab+,16,TRUE,1,0.0625,,"Lake Matthews, California",33.84037781,-117.4352951
C00-061B,10/6/00,High,CAT,adult,,5,TRUE,0,0,Riverside Co.  Blue catfish,"Lake Matthews, California",33.84037781,-117.4352951
C00-062,10/20/00,High,CT,fing,,6,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C00-063,10/23/00,High,CHIN,adult,,60,TRUE,0,0,,"Iron Gate, California",37.25510025,-119.6175232
C00-064,10/24/00,High,CHIN,adult,IHN,60,TRUE,11,0.183333333,FCS; sn Ab type 3,"Feather River, California",40.25603485,-121.1524277
C00-065,10/30/00,High,CHIN,adult,,60,TRUE,0,0,FCS,"Trinity River, California",41.184532,-123.706795
C00-066,10/31/00,High,CHIN,yearling,,60,TRUE,0,0,Eel River,"Mad River, California",40.45228958,-123.5088425
C00-067,11/2/00,High,CHIN,adult,IHN,60,TRUE,12,0.2,FCS,"Feather River, California",40.25603485,-121.1524277
C00-068A,11/2/00,High,CHIN,adult,,4,TRUE,0,0,inland chinook,"Lake Oroville, California",39.73333359,-121.56147
C00-068B,11/2/00,High,CHIN,adult,,4,TRUE,0,0,inland chinook,"Lake Oroville, California",39.73333359,-121.56147
C00-069A,10/27/00,High,CHIN,adult,,25,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C00-069B,10/30/00,High,CHIN,adult,,25,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C00-069C,11/2/00,High,CHIN,adult,,25,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C00-069D,11/6/00,High,CHIN,adult,,25,TRUE,0,0,,"Merced River, California",37.64046097,-120.4578018
C00-070A,11/6/00,High,BN,adult,CTV,60,TRUE,10,0.166666667,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C00-070B,11/6/00,High,BN,adult,CTV,4,FALSE,2,0.5,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C00-071,11/7/00,High,KOK,adult,,60,TRUE,0,0,at hwy 89,"Little Truckee River, California",39.47129059,-120.1038742
C00-072,11/7/00,High,CHIN,adult,,1,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C00-073,11/9/00,High,CHIN,adult,,15,TRUE,0,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-074,11/14/00,High,CHIN,adult,,16,TRUE,0,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-075A,11/15/00,High,CHIN,adult,IHN,1,TRUE,1,1,,"Lake Oroville, California",39.73333359,-121.56147
C00-075B,11/15/00,High,CHIN,adult,NR,1,TRUE,,0,,"Lake Oroville, California",39.73333359,-121.56147
C00-075C,11/15/00,High,RT,NR,IHN,1,TRUE,1,1,,"Lake Oroville, California",39.73333359,-121.56147
C00-075D,11/15/00,High,RT,NR,NR,1,TRUE,,0,,"Lake Oroville, California",39.73333359,-121.56147
C00-076A,11/15/00,High,CT,fing,,5,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C00-076B,11/15/00,High,CT,fing,,5,TRUE,0,0,,"Hot Creek, California",37.70129013,-118.7706528
C00-077,11/15/00,High,CHIN,adult,,4,TRUE,0,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-078,11/16/00,High,CHIN,adult,IHN,60,TRUE,10,0.166666667,,"Merced River, California",37.64046097,-120.4578018
C00-079,11/16/00,High,CHIN,adult,,15,TRUE,0,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-080,11/16/00,High,CHIN,adult,IHN,25,TRUE,5,0.2,,"Feather River, California",40.25603485,-121.1524277
C00-081,11/21/00,High,CHIN,adult,NR,14,TRUE,,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-082,11/30/00,High,BK,adult,NR,60,TRUE,,0,,"Crystal Lake Hatchery, California",39.32225037,-120.5701904
C00-083,12/1/00,High,CHIN,adult,,3,FALSE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C00-084A,12/1/00,High,CHIN,adult,,60,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C00-084B,12/1/00,High,CHIN,NR,,10,TRUE,0,0,inland chinook,"Nimbus, California",38.62945175,-121.2159576
C00-085A,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,male 1,"Lake Oroville, California",39.73333359,-121.56147
C00-085B,12/4/01,High,CHIN,adult,NR,1,TRUE,,0,male 1,"Lake Oroville, California",39.73333359,-121.56147
C00-085C,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,male 2 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085D,12/4/01,High,CHIN,adult,NR,1,TRUE,,0,male 2 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085E,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,male 3,"Lake Oroville, California",39.73333359,-121.56147
C00-085F,12/4/01,High,CHIN,adult,NR,1,TRUE,,0,male 3,"Lake Oroville, California",39.73333359,-121.56147
C00-085G,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,female 1 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085H,12/4/01,High,CHIN,adult,,1,TRUE,0,0,female 1 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085I,12/4/01,High,CHIN,adult,NR,1,TRUE,,0,female 1 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085J,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,female 2 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085K,12/4/01,High,CHIN,adult,IHN,1,TRUE,1,1,female 2 ,"Lake Oroville, California",39.73333359,-121.56147
C00-085L,12/4/01,High,CHIN,adult,NR,1,TRUE,,0,female 2 ,"Lake Oroville, California",39.73333359,-121.56147
C00-086,12/5/01,High,CHIN,adult,,1,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C00-087A,12/6/01,High,LMB,adult,,4,TRUE,0,0,,"Clear Lake, California",39.04084015,-122.8008804
C00-087B,12/6/01,High,LMB,adult,,4,TRUE,0,0,skin lesion,"Clear Lake, California",39.04084015,-122.8008804
C00-088A,12/7/01,High,CHIN,adult,,1,TRUE,0,0,#1 female,"Lake Oroville, California",39.73333359,-121.56147
C00-088B,12/7/01,High,CHIN,adult,,1,TRUE,0,0,#1 female ,"Lake Oroville, California",39.73333359,-121.56147
C00-088C,12/7/01,High,CHIN,adult,NR,1,TRUE,,0,#1 female ,"Lake Oroville, California",39.73333359,-121.56147
C00-088D,12/7/01,High,CHIN,adult,,1,TRUE,0,0,#2 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-088E,12/7/01,High,CHIN,adult,NR,1,TRUE,,0,#2 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-088F,12/7/01,High,CHIN,adult,IHN,1,TRUE,1,1,#3 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-088G,12/7/01,High,CHIN,adult,NR,1,TRUE,,0,#3 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-088H,12/7/01,High,RT,NR,IHN,1,TRUE,1,1,#4 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-088I,12/7/01,High,RT,NR,NR,1,TRUE,,0,#4 male ,"Lake Oroville, California",39.73333359,-121.56147
C00-089,12/8/01,High,CHIN,adult,IHN,60,TRUE,5,0.083333333,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C00-090,12/11/01,High,LMB,fry,,1,FALSE,0,0,,"Kelly Hot, California",37.25510025,-119.6175232
C00-091,12/11/01,High,RT,NR,,10,TRUE,0,0,,"American River Hatchery, California",37.25510025,-119.6175232
C00-092,12/14/01,High,CHIN,adult,IHN,80,TRUE,14,0.175,,"Nimbus, California",38.62945175,-121.2159576
C00-093,12/14/01,High,SH,adult,,17,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C00-094,12/18/01,High,CHIN,adult,,3,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C00-095,12/18/01,High,CHIN,adult,IHN,14,TRUE,12,0.857142857,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C00-096A,12/21/01,High,SH,adult,IHN,17,TRUE,3,0.176470588,,"Nimbus, California",38.62945175,-121.2159576
C00-096B,12/21/01,High,CHIN,adult,IHN,15,TRUE,10,0.666666667,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C00-097,12/21/01,High,CHIN,adult,,2,TRUE,0,0,,"Van Arsdale, California",37.25510025,-119.6175232
C00-098,12/28/01,High,SH,adult,,60,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-001,1/3/01,High,RT,NR,,10,TRUE,0,0,,"Casa Grande HS, California",37.25510025,-119.6175232
C01-002,1/3/01,High,SH,adult,IHN,60,TRUE,1,0.016666667,,"Feather River, California",40.25603485,-121.1524277
C01-003,1/3/01,High,SH,adult,IHN,28,TRUE,2,0.071428571,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C01-004A,1/8/01,High,RT,adult,CTV,55,TRUE,1,0.018181818,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C01-004B,1/8/01,High,RT,adult,,10,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C01-005,1/10/01,High,SH,adult,IHN,20,TRUE,2,0.1,sn Ab type 2,"Nimbus, California",38.62945175,-121.2159576
C01-006,1/10/01,High,SH,adult,IHN,20,TRUE,1,0.05,,"Feather River, California",40.25603485,-121.1524277
C01-007A,1/16/01,High,RT,adult,CTV,50,TRUE,8,0.16,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C01-007B,1/16/01,High,RT,adult,,10,TRUE,0,0,,"Mount Shasta Fish Hatchery, California",41.31306839,-122.312561
C01-008A,1/19/01,High,CHIN,fing,,30,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-008B,1/19/01,High,CHIN,fing,,30,TRUE,0,0,DWR Thermalito screw t.,"Feather River, California",40.25603485,-121.1524277
C01-008C,1/19/01,High,CHIN,fing,,30,TRUE,0,0,DWR Rotary screw trap,"Feather River, California",40.25603485,-121.1524277
C01-008D,1/19/01,High,CHIN,fry,IHN,10,TRUE,2,0.2,C + D; sn Ab type 3,"Feather River, California",40.25603485,-121.1524277
C01-009,1/24/01,High,SH,adult,,30,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-010A,1/23/01,High,CHIN,fing,IHN,10,TRUE,2,0.2,FCS/incubator,"Feather River, California",40.25603485,-121.1524277
C01-010B,1/24/01,High,SH,adult,Paramyxo,60,TRUE,1,0.016666667,,"Feather River, California",40.25603485,-121.1524277
C01-010C,1/24/04,High,SH,adult,,1,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-011,1/24/01,High,CHIN,fing,,1,TRUE,0,0,Thermalito screw trap,"Feather River, California",40.25603485,-121.1524277
C01-012,1/24/01,High,CHIN,fing,,60,TRUE,0,0,Feather River-inland chinook,"Silverado, California",33.74740982,-117.6385727
C01-013,1/31/01,High,SH,adult,IHN,20,TRUE,1,0.05,sn Ab type 3,"Nimbus, California",38.62945175,-121.2159576
C01-014A,1/31/01,High,SH,adult,,14,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-014B,1/31/01,High,Delta smelt,fing,,1,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-015,2/7/01,High,SH,adult,,35,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-016,2/8/01,High,SH,adult,,25,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-017,2/14/01,High,SH,adult,,12,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-018,2/15/01,High,SH,adult,,15,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-019,2/15/01,High,KOK,fry,,60,TRUE,0,0,,"Silverado, California",33.74740982,-117.6385727
C01-020,2/15/01,High,LT,fry,,60,TRUE,0,0,,"Silverado, California",33.74740982,-117.6385727
C01-021,2/15/01,High,SH,adult,,15,TRUE,0,0,,"Warm Springs , California",37.48048019,-121.9169006
C01-022A,2/22/01,High,SH,adult,,9,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-022B,2/22/01,High,LT,fry,,2,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-022C,2/22/01,High,KOK,fry,IHN,1,TRUE,1,1,,"Feather River, California",40.25603485,-121.1524277
C01-022D,2/22/01,High,COHO,fry,,2,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-022E,2/22/01,High,CHIN,fing,,2,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-023,2/28/01,High,SH,adult,,23,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-024A,2/27/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,C-2,"Feather River, California",40.25603485,-121.1524277
C01-024B,2/27/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,C-4,"Feather River, California",40.25603485,-121.1524277
C01-024C,2/27/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,D-2,"Feather River, California",40.25603485,-121.1524277
C01-025A,3/6/01,High,CHIN,fing,IHN,1,TRUE,1,1,mortality,"Feather River, California",40.25603485,-121.1524277
C01-025B,3/6/01,High,CHIN,fing,IHN,1,TRUE,1,1,symptomatic,"Feather River, California",40.25603485,-121.1524277
C01-025C,3/6/01,High,COHO,fing,,2,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-025D,3/6/01,High,KOK,fing,IHN,1,TRUE,1,1,,"Feather River, California",40.25603485,-121.1524277
C01-025E,3/6/01,High,LT,fing,,2,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-026,3/16/01,High,KOK,fing,,60,TRUE,0,0,lot 1,"American River Hatchery, California",37.25510025,-119.6175232
C01-027,3/23/01,Medium,LMB,fing,,60,TRUE,0,0,Eric Shih,"Lazy Q Fish Ranch, California",37.25510025,-119.6175232
C01-028,3/27/01,High,CHIN,fing,,10,TRUE,0,0,,"Nimbus, California",38.62945175,-121.2159576
C01-029,3/29/01,High,KOK,fry,,65,TRUE,0,0,KOK-Truckee,"San Joaquin , California",36.74862289,-120.5013504
C01-030A,3/26/01,High,COHO,NR,,1,TRUE,0,0,test group  3C asymptomatic,"Feather River, California",40.25603485,-121.1524277
C01-030B,3/26/01,High,KOK,NR,IHN,1,TRUE,1,1,test group.  test 3B,"Feather River, California",40.25603485,-121.1524277
C01-030C,3/26/01,High,KOK,NR,,1,TRUE,0,0,test group  3B morts,"Feather River, California",40.25603485,-121.1524277
C01-030D,3/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group.  test ?mud,"Feather River, California",40.25603485,-121.1524277
C01-030E,3/26/01,High,LT,NR,IHN,5,TRUE,1,0.2,test group  4C mort,"Feather River, California",40.25603485,-121.1524277
C01-030F,3/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A mort,"Feather River, California",40.25603485,-121.1524277
C01-030G,3/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,"test group  3A infect, mort","Feather River, California",40.25603485,-121.1524277
C01-030H,3/26/01,High,LT,NR,IHN,5,TRUE,1,0.2,test group  4C asymptomatic,"Feather River, California",40.25603485,-121.1524277
C01-031,4/2/01,High,CHIN,fing,,60,TRUE,0,0,inland chinook     presmolt,"Nimbus, California",38.62945175,-121.2159576
C01-032A,3/24/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A frozen,"Feather River, California",40.25603485,-121.1524277
C01-032B,3/24/01,High,KOK,NR,IHN,5,TRUE,1,0.2,test group  3B frozen,"Feather River, California",40.25603485,-121.1524277
C01-032C,3/24/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A frozen,"Feather River, California",40.25603485,-121.1524277
C01-032D,3/24/01,High,CHIN,NR,IHN,3,TRUE,1,0.333333333,test group  4B frozen,"Feather River, California",40.25603485,-121.1524277
C01-032E,3/24/01,High,LT,NR,,4,TRUE,0,0,test group  4C frozen,"Feather River, California",40.25603485,-121.1524277
C01-032F,4/5/01,High,CHIN,NR,,5,TRUE,0,0,FCS  test group  C2 Thermo,"Feather River, California",40.25603485,-121.1524277
C01-032G,4/5/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,G5.  FCS  split from Thermolito C2,"Feather River, California",40.25603485,-121.1524277
C01-032H,4/5/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,split from Thermolito C3,"Feather River, California",40.25603485,-121.1524277
C01-032I,4/5/01,High,KOK,NR,IHN,2,TRUE,1,0.5,split from Thermolito C4  3B,"Feather River, California",40.25603485,-121.1524277
C01-032J,4/5/01,High,CHIN,NR,IHN,3,TRUE,1,0.333333333,split from Thermolito C5  4B,"Feather River, California",40.25603485,-121.1524277
C01-033A,4/12/01,High,RT,fing,,1,TRUE,0,0,NF Feather River drainage.  #1,"Mill Creek, California",40.32542038,-121.5217514
C01-033B,4/12/01,High,RT,fing,,3,TRUE,0,0,#2-4,"Mill Creek, California",40.32542038,-121.5217514
C01-033C,4/12/01,High,RT,fing,,3,TRUE,0,0,#5-7,"Mill Creek, California",40.32542038,-121.5217514
C01-033D,4/12/01,High,RT,fing,,3,TRUE,0,0,#8-10,"Mill Creek, California",40.32542038,-121.5217514
C01-033E,4/12/01,High,RT,fing,,2,TRUE,0,0,#11-12,"Mill Creek, California",40.32542038,-121.5217514
C01-034A,4/12/01,High,RT,fing,,1,TRUE,0,0,NF Feather River drainage.  #1,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034B,4/12/01,High,RT,fing,,1,TRUE,0,0,#2,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034C,4/12/01,High,RT,fing,,3,TRUE,0,0,#3-5,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034D,4/12/01,High,RT,fing,,3,TRUE,0,0,#6-8,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034E,4/12/01,High,RT,fing,,3,TRUE,0,0,#10-12,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034F,4/12/01,High,RT,fing,,3,TRUE,0,0,#13-15,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034G,4/12/01,High,RT,fing,,3,TRUE,0,0,#16-18,"Mosquito Creek, California",40.94915009,-122.4554825
C01-034H,4/12/01,High,RT,fing,,3,TRUE,0,0,#19-21,"Mosquito Creek, California",40.94915009,-122.4554825
C01-035,4/12/01,High,RT,NR,,6,TRUE,0,0,Mono county,"Rush Creek, California",37.90092087,-119.0851898
C01-036A,4/12/01,High,CHIN,NR,,5,TRUE,0,0,FCS  test group  C2 Thermo,"Feather River, California",40.25603485,-121.1524277
C01-036B,4/12/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,FCS  test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-036C,4/12/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,FCS  test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-036D,4/12/01,High,LT,NR,IHN,1,TRUE,1,1,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-037A,4/19/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-037B,4/19/01,High,KOK,NR,IHN,4,TRUE,1,0.25,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-037C,4/19/01,High,COHO,NR,IHN,5,TRUE,1,0.2,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-037D,4/19/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-037E,4/19/01,High,CHIN,NR,IHN,2,TRUE,1,0.5,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-037F,4/19/01,High,LT,NR,IHN,5,TRUE,1,0.2,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-038A,4/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-038B,4/26/01,High,KOK,NR,IHN,2,TRUE,1,0.5,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-038C,4/26/01,High,COHO,NR,,5,TRUE,0,0,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-038D,4/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-038E,4/26/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-038F,4/26/01,High,LT,NR,,5,TRUE,0,0,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-039A,5/1/01,High,RT,adult,,60,TRUE,0,0,Mono county,"Junction Reservoir, California",38.33605576,-119.4776077
C01-039B,5/1/01,High,RT,adult,,20,TRUE,0,0,,"Junction Reservoir, California",38.33605576,-119.4776077
C01-040A,5/3/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-040B,5/3/01,High,KOK,NR,IHN,1,TRUE,1,1,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-040C,5/3/01,High,COHO,NR,,5,TRUE,0,0,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-040D,5/3/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-040E,5/3/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-040F,5/3/01,High,LT,NR,,5,TRUE,0,0,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-040G,5/3/01,High,SH,fing,IHN,8,TRUE,1,0.125,test group    raceway x,"Feather River, California",40.25603485,-121.1524277
C01-040H,5/3/01,High,SH,NR,,2,TRUE,0,0,test group.  H-4,"Feather River, California",40.25603485,-121.1524277
C01-041A,5/10/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-041B,5/10/01,High,KOK,NR,IHN,5,TRUE,1,0.2,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-041C,5/10/01,High,COHO,NR,IHN,5,TRUE,1,0.2,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-041D,5/10/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-041E,5/10/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-041F,5/10/01,High,LT,NR,IHN,5,TRUE,1,0.2,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-041G,5/10/01,High,KOK,fing,,1,FALSE,0,0,test group    intake water,"Feather River, California",40.25603485,-121.1524277
C01-041H,5/10/01,High,CHIN,NR,,1,FALSE,0,0,test group    raceway,"Feather River, California",40.25603485,-121.1524277
C01-042,5/15/01,High,Sac,NR,,10,TRUE,0,0,Mosquito control office,"Contra Costa , California",37.92361832,-121.9504852
C01-043A,5/15/01,High,CHIN,NR,IHN,1,FALSE,1,1,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-043B,5/15/01,High,KOK,NR,IHN,1,FALSE,1,1,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-043C,5/15/01,High,COHO,NR,,1,FALSE,0,0,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-043D,5/15/01,High,CHIN,NR,IHN,1,FALSE,1,1,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-043E,5/15/01,High,CHIN,NR,IHN,1,FALSE,1,1,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-043F,5/15/01,High,LT,NR,,1,FALSE,0,0,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-044A,5/16/01,High,CT,adult,CTV,60,TRUE,1,0.016666667,,"Heenan Lake, California",38.65074158,-119.6596603
C01-044B,5/16/01,High,CT,adult,,20,TRUE,0,0,,"Heenan Lake, California",38.65074158,-119.6596603
C01-045A,5/17/01,High,SH,fry,,4,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-045B,5/17/01,High,SH,fry,,4,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-045C,5/17/01,High,CHIN,fry,,3,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-045D,5/17/01,High,CHIN,fry,,3,TRUE,0,0,,"Feather River, California",40.25603485,-121.1524277
C01-045E,5/17/04,High,CHIN,NR,,20,TRUE,0,0,At Live Oak,"Feather River, California",40.25603485,-121.1524277
C01-046A,5/24/01,High,CHIN,NR,IHN,4,TRUE,1,0.25,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-046B,5/24/01,High,KOK,NR,IHN,1,TRUE,1,1,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-046C,5/24/01,High,COHO,NR,IHN,5,TRUE,1,0.2,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-046D,5/24/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-046E,5/24/01,High,CHIN,NR,IHN,2,TRUE,1,0.5,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-046F,5/24/01,High,LT,NR,,5,TRUE,0,0,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-047A,5/30/01,High,CHIN,NR,IHN,5,TRUE,1,0.2,test group  3A,"Feather River, California",40.25603485,-121.1524277
C01-047B,5/30/01,High,KOK,NR,IHN,3,TRUE,1,0.333333333,test group  3B,"Feather River, California",40.25603485,-121.1524277
C01-047C,5/30/01,High,COHO,NR,,5,TRUE,0,0,test group  3C,"Feather River, California",40.25603485,-121.1524277
C01-047D,5/30/01,High,CHIN,NR,IHN,4,TRUE,1,0.25,test group  4A,"Feather River, California",40.25603485,-121.1524277
C01-047E,5/30/01,High,CHIN,NR,IHN,4,TRUE,1,0.25,test group  4B,"Feather River, California",40.25603485,-121.1524277
C01-047F,5/30/01,High,LT,NR,,5,TRUE,0,0,test group  4C,"Feather River, California",40.25603485,-121.1524277
C01-047G,5/30/01,High,SH,NR,,5,TRUE,0,0,test group    N.  Intake,"Feather River, California",40.25603485,-121.1524277
C01-047H,5/30/01,High,SH,NR,IHN,6,TRUE,1,0.166666667,test group    N.  x series exp,"Feather River, California",40.25603485,-121.1524277
C01-048A,6/4/01,High,GT,adult,,82,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C01-048B,6/4/01,High,GT,adult,,82,TRUE,0,0,,"Cottonwood Basin Lakes, California",37.25510025,-119.6175232
C01-049,6/5/01,High,GT,adult,,70,TRUE,0,0,,"Golden Trout Creek, California",36.35028076,-118.4044418
C01-050,6/5/01,High,GT,adult,,60,TRUE,0,0,,"Kern River, California",36.69667053,-118.3980637
